ID,Deviation,GMAG,B-R
101,0.883728260056408,2.847243,0.28783313915663766
103,1.1756186330703342,2.864242,0.10737982929563217
106,0.0043858860240435504,1.161282,-0.2359159475223349
120,0.8055118615770984,2.684662,0.23245173008367204
130,1.073846897915954,2.803017,0.1339968616253257
152,1.068286121015778,1.366215,0.5970136362820493
161,1.2130321290535597,2.684225,-0.03535310638985895
167,0.2157838412255635,2.461058,0.47279499938192515
175,1.414936775647396,2.952021,0.007901480623903227
194,1.4468623502111386,1.697933,1.06328852598905
227,0.8446092770599845,1.2119,0.3488796967028251
240,1.190223877318589,3.105034,0.2558608393564951
251,0.689987279780909,2.692483,0.31342232675178294
255,0.5154889206462181,1.948123,-0.06066514689097502
258,0.8624989945531831,2.356756,-0.02021258246566337
271,0.8958344345097999,2.959737,0.35373304423920604
272,1.220128874241275,1.51027,0.7912566507664324
277,0.08121080453236829,2.279148,0.548342678501517
313,0.3069964625998467,2.43939,0.3986941590287996
335,1.1616514924540486,2.980914,0.19313830568263665
337,1.097362014925091,1.335457,0.5959094124270996
343,0.21458060358703346,2.223185,0.5991566161744623
374,1.318829241198699,2.635644,-0.13669510559938866
381,0.3105264015476088,2.250628,0.6801555822301509
394,1.2927806224612233,3.197907,0.24950391427849247
414,0.8615317286871806,2.53974,0.10054280688939038
421,0.463812821243089,1.723426,-0.1742452634494369
424,0.011405166842788361,2.505641,0.6362266766962713
471,1.3302357886474856,2.945764,0.05939628359871482
476,0.5284483696508009,1.817156,-0.15514611882785148
479,0.3821058827296304,1.687704,0.3576109212950282
501,1.2657653120569756,2.461382,-0.216255961930943
531,1.3860792885235325,1.179174,0.6828463095288725
538,0.9079632314991999,2.892737,0.30178869558431587
542,0.6889652557598276,3.12213,0.5961363675277215
578,0.4951675567476814,2.458177,0.28750143554803625
606,0.7638911486325917,1.895467,0.7446217421097501
619,1.440068251711339,0.727716,0.42192650519440744
624,1.1612258682339804,2.572694,-0.0745596000223318
626,1.43516211020994,0.602721,0.33665249065680775
632,0.6180939749658967,1.780438,0.573401576775016
636,1.4862380867607188,1.269778,0.808073150818299
659,1.0522279866978288,2.404726,-0.1132707205024855
673,1.1388761304980721,2.31832,-0.22687265966677608
682,0.8592298181451921,2.11626,-0.17594087992235397
684,1.287774285497187,3.700664,0.5828267602325831
693,1.0171314035677916,2.649607,0.07052144805036488
700,1.1077071268057623,0.64592,0.1500517527337584
713,0.26068041975996126,1.857126,0.3891183995910122
719,0.9987509637769092,3.210998,0.4511142404907632
730,1.1170921900833504,2.661706,0.012844300844183193
777,0.7302326136099846,3.168816,0.5996934522778568
782,1.081791049915798,2.599674,-0.004703256502956637
794,1.3354567484321591,1.049143,0.5642557226720611
804,0.7084546822820266,0.694696,-0.08001961600076038
813,0.7838860793396929,2.213628,-0.06256371359810253
848,1.1053057175433794,2.661548,0.020477848363185235
862,1.101382389543087,0.590921,0.10979559176090806
898,1.0920220500712292,0.094609,-0.22215461228653527
929,0.9821701773844758,2.290847,-0.14203727950634035
933,0.5482192720484687,2.499198,0.2796038344985026
