designation,num,id,_r,Source,RA_ICRS,DE_ICRS,GMAG0,BP-RP0,mass84,teff16,teff50,teff84,logg16,logg50,logg84,met16,met50,met84,dist05,dist16,dist50,dist84,dist95,AV05,AV16,AV50,AV84,AV95,fidelity,XGal,YGal,ZGal,RGal,FlagPhoto,FlagOut,BP/RPCorr,AG50,ABP50,ARP50,,,source_id,ra,dec,l,b,ecl_lon,ecl_lat,parallax,pmra,pmdec,phot_g_mean_mag,phot_bp_mean_mag,phot_rp_mean_mag,ra_error,dec_error,parallax_error,pmra_error,pmdec_error,ruwe,ag_gspphot,azero_gspphot,bp_g,bp_rp,distance_gspphot,ebpminrp_gspphot,g_rp,grvs_mag,grvs_mag_error,libname_gspphot,logg_gspphot,mh_gspphot,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_g_mean_flux,phot_g_mean_flux_error,phot_rp_mean_flux,phot_rp_mean_flux_error,radial_velocity,radial_velocity_error,ref_epoch,teff_gspphot,vbroad,vbroad_error,Separation
Gaia DR3 3326738013713637376,0,412,0.252356,3.32674E+018,100.5005606,9.892567812,0.534907,-0.063196,2.856695,8323.75,9904.59,11723.72,3.712814,3.919092,4.267514,-0.581281,-0.214251,0.276508,2.970661,3.198672,4.049097,5.84711,6.196462,1.941359,2.52828,2.895166,3.033363,3.054394,1,-11.922383,-1.584228,0.171082,12.027178,GBPRPgrizy/JHKsW1W2,10,0.009097815,2.508386,3.068027,1.760542,,,3.32674E+018,100.5005606,9.892567812,203.0543623,2.421581656,100.6248723,-13.1602608,0.14588884,0.233407032,-0.136747379,16.080093,16.614855,15.370565,0.039981857,0.03902788,0.048063826,0.046325017,0.0376942,1.0251828,2.3271,2.686,0.5347614,1.2442894,3066.0798,1.2655,0.70952797,,,A,4.1417,-0.6667,3086.561767,13.621247,6964.809628,3.6066706,5635.493516,13.250967,,,2016,9545.298,,,0.0000000766
Gaia DR3 3326738181215003520,0,413,0.231356,3.32674E+018,100.4792029,9.890526195,2.11626,0.682363,1.73969,6117,6199.37,6926.98,3.742678,3.785,3.817,-0.040213,0.192243,0.268835,0.912323,0.931753,0.934065,0.971699,0.973696,1.533632,1.554779,1.617439,2.081196,2.873224,1,-9.058759,-0.365346,0.039146,9.066123,GBPRPJHKsW1W2,0,0.005070925,1.347003,1.674962,0.975885,,,3.32674E+018,100.4792029,9.890526195,203.0465795,2.401924623,100.6034801,-13.16386162,1.012988342,1.140159184,-5.838870424,13.315148,13.932618,12.551178,0.012920788,0.012626131,0.014908975,0.015463088,0.013428045,0.9717025,1.7209,2.0856,0.6174698,1.3814402,998.3051,0.9386,0.7639704,12.152411,0.026718872,A,3.7437,-0.28,36506.46438,36.80084,88897.07192,15.260192,75628.7829,39.989574,-20.602133,2.7466698,2016,6923.7607,,,0.000000151
Gaia DR3 3326738185509264000,0,414,0.235568,3.32674E+018,100.483296,9.885188066,3.648978,0.609917,1.190345,6026.43,6401.22,6611.71,4.136542,4.285581,4.363063,-0.309577,-0.135938,0.081212,1.516517,1.609315,1.736792,1.905617,2.040542,1.666025,1.719715,1.969575,2.056117,2.078033,1,-9.79669,-0.679504,0.072823,9.820227,GBPRPgrizy/JHKsW1W2,0,0.018328428,1.630645,2.034281,1.185521,,,3.32674E+018,100.483296,9.885188066,203.0531748,2.403079488,100.6080173,-13.16888532,0.52099842,1.144379003,-2.328391057,16.478363,17.129574,15.670897,0.051095523,0.052996755,0.06434715,0.0592106,0.049967468,0.86204803,1.3113,1.6435,0.6512108,1.4586773,854.8412,0.7245,0.8074665,,,MARCS,4.5851,-1.4076,1921.265233,21.901047,4826.153818,3.367842,4273.657409,17.174206,,,2016,5797.7935,,,0.000000059
Gaia DR3 3326738185511368960,0,415,0.232236,3.32674E+018,100.4801531,9.894203223,3.185208,0.613079,1.439627,6030.3,6398.96,6864.79,4.050194,4.176372,4.330121,-0.343575,-0.02551,0.276661,1.963058,2.158315,2.698815,3.320998,3.42833,1.788552,1.903842,2.156928,2.371408,2.708458,0.995605,-10.68128,-1.055476,0.113223,10.733302,GBPRPgrizy/JHKs,0,-0.019906998,1.77548,2.221609,1.295786,,,3.32674E+018,100.4801531,9.894203223,203.0437313,2.404434299,100.6041582,-13.1601252,0.35911731,-0.803476831,-0.822798265,17.116552,17.848248,16.309345,0.06787367,0.07029537,0.08751691,0.07842175,0.06586288,1.0513656,0.8747,1.1339,0.7316952,1.5389023,887.7634,0.4814,0.8072071,,,PHOENIX,4.6239,-2.4143,991.100669,8.455451,2681.177525,2.4245892,2373.668333,12.162187,,,2016,4965.878,,,0.000000162
Gaia DR3 3326738215574743424,0,416,0.2388,3.32674E+018,100.4867963,9.892404492,4.254615,0.701241,1.222628,5572.79,6095.48,6277.76,4.262852,4.381473,4.554139,-0.935972,-0.304522,0.142864,1.827404,2.29306,3.191137,3.964337,4.101769,1.157011,1.300458,1.725737,1.892469,2.041684,0.976562,-11.133808,-1.248249,0.134156,11.203563,GBPRPgrizy/,0,-0.004573107,1.428747,1.781844,1.039401,,,3.32674E+018,100.4867963,9.892404492,203.0483201,2.409438828,100.6109979,-13.16143251,0.541058324,0.172815249,-1.157243295,18.203089,18.865046,17.421362,0.13773827,0.13200714,0.1438982,0.15772745,0.14000906,1.0510734,0.4228,0.5541,0.6619568,1.4436836,871.046,0.2305,0.78172684,,,MARCS,4.9373,-2.251,388.5067361,12.148936,985.6234834,1.7006954,852.3413158,14.187242,,,2016,4521.212,,,0.000000138
Gaia DR3 3326738215574753024,0,417,0.234094,3.32674E+018,100.4820406,9.897116818,3.143602,0.590135,1.491848,6086.08,6622.43,7248.31,4.053294,4.168704,4.32063,-0.350301,-0.03716,0.085062,2.630164,3.30776,3.891546,4.881674,6.335273,1.752675,1.950442,2.308821,2.565597,2.887169,0.996582,-11.777911,-1.521828,0.163464,11.875822,GBPRPgrizy/J,0,-0.050189853,1.901815,2.379403,1.386766,,,3.32674E+018,100.4820406,9.897116818,203.0419844,2.407417631,100.6058401,-13.15708148,0.121052432,0.918194819,-2.275817894,17.996029,18.780626,17.197855,0.11869213,0.11387711,0.124501385,0.14330712,0.13469978,1.0167216,0.7976,1.0449,0.7845974,1.5827713,849.9503,0.4364,0.7981739,,,PHOENIX,4.8975,-2.188,419.9195512,12.698307,1192.71179,1.8377709,1047.168248,17.286953,,,2016,4782.1416,,,0.0000000981
Gaia DR3 3326738219871105024,0,418,0.245078,3.32674E+018,100.4931762,9.892901807,0.659426,-0.104722,3.513887,11699.02,12633.3,13594.58,4.19321,4.31853,4.402695,-0.294414,-0.022058,0.106506,3.264187,4.021236,5.120002,6.951659,7.467831,1.79303,2.502788,2.572889,2.614199,2.627863,0.908691,-12.907028,-2.002937,0.215766,13.061513,GBPRPgrizy/JHKsW1W2,0,0.000497,2.359936,2.811944,1.589997,,,3.32674E+018,100.4931762,9.892901807,203.0507452,2.415259293,100.6173966,-13.16046913,0.314172407,-0.474158937,-0.674035092,16.565712,17.040854,15.923628,0.05150599,0.054084696,0.06766279,0.05810814,0.048020568,1.0373949,2.0126,2.3043,0.47514153,1.1172256,2963.0586,1.0894,0.6420841,,,A,4.3867,-0.7767,2084.853378,13.17528,4453.095891,3.0632858,3386.158082,10.995618,,,2016,9248.08,,,0.000000107
Gaia DR3 3326738219872067328,0,419,0.25358,3.32674E+018,100.5018238,9.896426013,3.018825,1.069008,1.230568,4968.81,5010.79,5126.43,3.364299,3.529159,4.507668,-0.201558,-0.103035,0.000077,1.0306,1.528804,5.366247,6.178339,7.390622,1.803986,1.822554,1.847217,2.013787,2.240895,0.002413,-13.133349,-2.099318,0.227003,13.300076,GBPRPgrizy/JHKsW1W2,0,0.34949684,1.48191,1.876573,1.103544,,,3.32674E+018,100.5018238,9.896426013,203.0514931,2.424448141,100.6258516,-13.15632066,0.212118147,-1.428906751,-2.751711872,18.14911,18.803576,16.961538,0.26393718,0.26736113,0.33717504,0.30609673,0.25094855,2.0613763,,,0.6544647,1.8420372,,,1.1875725,,,,,,411.1370569,12.154821,1035.862389,11.757338,1301.7961,10.420093,,,2016,,,,0.0000000937
Gaia DR3 3326738249933657600,0,420,0.216732,3.32674E+018,100.464419,9.895143737,3.618693,0.704111,1.110213,5891.65,6042.16,6239.62,4.057807,4.116698,4.148572,-0.608457,-0.285419,-0.056959,0.679833,0.681094,0.687647,0.710539,0.722063,0.587896,0.640464,0.748354,0.902464,0.950469,1,-8.832264,-0.268847,0.028689,8.836355,GBPRPy/JHKsW1W2,0,0.002800465,0.637772,0.783559,0.455156,,,3.32674E+018,100.464419,9.895143737,203.0358197,2.391068162,100.5882123,-13.16033816,1.388353014,-1.677285748,-3.482127827,13.443294,13.87202,12.839506,0.013641195,0.013210569,0.016144112,0.016441835,0.013783497,1.0483502,0.1998,0.2449,0.4287262,1.0325136,661.0184,0.1073,0.6037874,12.537189,0.03504173,MARCS,4.1855,-0.3651,38601.93807,367.79782,79000.43425,196.29318,57990.35714,455.1511,20.181871,5.196257,2016,5336.9897,,,0.000000227
Gaia DR3 3326738254230845440,0,421,0.226541,3.32674E+018,100.4743384,9.900021991,2.944693,0.655155,1.285319,5883.69,6236.44,6399.69,3.780956,3.981197,3.988173,-0.25084,-0.151615,-0.043824,0.923742,0.925487,0.929372,0.959035,1.143863,1.392596,1.522596,1.776375,1.862923,1.87618,0.998535,-9.054512,-0.363351,0.03895,9.0618,GBPRPgy/JHKsW1W2,0,0.07112861,1.473504,1.836103,1.070273,,,3.32674E+018,100.4743384,9.90002199,203.0359339,2.401989387,100.597848,-13.15474801,0.984551666,5.004890047,-4.752588374,14.259144,14.844308,13.423323,0.04983776,0.049208038,0.059034225,0.058812324,0.054551356,3.6783493,1.7448,2.1228,0.58516407,1.4209852,863.4607,0.9559,0.83582115,,,MARCS,4.1066,-0.5649,15764.99443,28.200703,37263.97752,19.471764,33871.09303,27.181374,32.50005,11.1083975,2016,6931.1387,,,0.000000166
Gaia DR3 3326738254230846848,0,422,0.213597,3.32674E+018,100.461237,9.895157581,4.438097,0.904758,1.172957,5031.8,5722.4,6160.93,4.117119,4.316164,4.60562,-0.574566,-0.057971,0.133886,1.459793,1.459793,2.430463,3.563407,7.708579,1.604581,1.630255,2.209533,2.520576,2.697939,0.984863,-10.434739,-0.950174,0.101281,10.477911,GBPRPgrizy/JHKs,0,-0.018560648,1.786029,2.254458,1.321108,,,3.32674E+018,100.461237,9.895157581,203.0343768,2.388284705,100.5850009,-13.16055689,0.265591907,-1.553112293,0.136171485,18.15257,19.069962,17.231853,0.14845455,0.13928878,0.1464171,0.17901023,0.15614575,1.012198,0.1935,0.2687,0.9173908,1.8381081,769.0931,0.1041,0.92071724,,,PHOENIX,4.7133,-0.9233,321.686083,12.089066,1032.56722,2.027336,1014.885344,18.799877,,,2016,3894.9705,,,0.000000238
Gaia DR3 3326738284294240000,0,423,0.240266,3.32674E+018,100.4881497,9.904538443,2.237352,1.020685,1.232443,4989.48,5103.58,6104.61,3.151125,3.323889,4.064098,-0.499313,-0.394389,-0.111231,1.93671,2.629544,5.870054,6.327432,9.447442,2.619887,2.65643,2.755212,3.491379,3.573781,0.987305,-13.597084,-2.295164,0.247466,13.789433,GBPRPgrizy/JHKs,0,0.002222657,2.15761,2.767462,1.631714,,,3.32674E+018,100.4881497,9.904538443,203.0381196,2.416157704,100.6114368,-13.14923301,0.136714428,0.349880434,-0.612698176,18.238173,19.352468,17.196035,0.14158306,0.13184011,0.14423957,0.16477789,0.14325973,1.015071,0.894,1.2893,1.114296,2.156433,642.9596,0.4946,1.0421371,,,PHOENIX,4.7387,-0.3542,247.9871645,8.975415,954.2841366,1.7015173,1048.924438,10.917159,,,2016,3913.3386,,,0.000000259
Gaia DR3 3326738288590582400,0,424,0.22999,3.32674E+018,100.4777127,9.904494224,4.146028,0.741727,1.149754,5634.98,5989.11,6262.86,4.282781,4.326678,4.408438,-0.228717,-0.03338,0.223639,1.123334,1.13284,1.24312,1.360514,1.488375,1.437167,1.453768,1.793654,1.945893,2.12151,1,-9.343005,-0.485965,0.052208,9.355635,GBPRPgrizy/JHKsW1W2,0,0.013296366,1.477987,1.847562,1.07884,,,3.32674E+018,100.4777127,9.904494224,203.0334671,2.406986943,100.6009111,-13.15004124,0.739441736,-1.747041798,0.972013641,16.09658,16.782822,15.272373,0.039726138,0.0384816,0.04692481,0.04620352,0.039360296,0.9499015,1.5535,1.9389,0.68624115,1.5104485,935.0005,0.8588,0.8242073,,,MARCS,4.3972,-1.1599,2644.161329,21.09127,6859.851468,3.7016892,6168.916113,9.618695,,,2016,6120.9385,,,0.000000195
Gaia DR3 3326738288590582656,0,425,0.23154,3.32674E+018,100.4793638,9.902168377,5.994086,1.105452,0.85019,4903.7,5012.25,5248.25,4.582325,4.595093,4.61533,-0.047145,-0.015857,0.085266,0.945829,1.012123,1.027378,1.13511,1.321767,1.740982,1.84854,1.977703,2.162972,2.336612,1,-9.144617,-0.401673,0.043154,9.153435,GBPRPgrizy/JHKs,0,-0.01017344,1.580536,2.005487,1.179921,,,3.32674E+018,100.4793638,9.902168377,203.0362812,2.407374036,100.6027542,-13.15223983,0.868526953,3.932189396,-13.52952355,17.633274,18.60455,16.67353,0.095680475,0.09841274,0.11745882,0.11203301,0.09888772,1.0360767,0.7271,1.0158,0.9712753,1.9310188,543.735,0.3917,0.9597435,,,PHOENIX,4.7947,-0.7907,493.8521664,9.122249,1665.853517,1.958909,1697.251802,8.644613,,,2016,4062.285,,,0.000000247
Gaia DR3 3326738318653979776,0,426,0.25499,3.32674E+018,100.5031175,9.904200901,5.381541,0.91913,0.93028,5184.65,5521.33,5720.22,4.468243,4.564021,4.631388,-0.47009,-0.441252,-0.145255,1.110367,1.216171,1.500631,1.777834,2.413315,1.258189,1.765697,2.017288,2.10132,2.412825,0.853516,-9.579635,-0.586904,0.063602,9.597596,GBPRPgrizy/JHKsW1W2,0,-0.013079286,1.631712,2.058514,1.207004,,,3.32674E+018,100.5031175,9.904200901,203.0451485,2.429126922,100.6265622,-13.14847247,0.633797919,-2.330348639,0.962860901,17.894623,18.764027,16.993387,0.11291145,0.12422832,0.15272348,0.11728287,0.101092674,1.0441538,0.7703,1.0427,0.86940384,1.7706394,620.1393,0.4176,0.9012356,,,PHOENIX,4.9054,-1.558,426.3891924,14.266227,1309.477191,1.897671,1264.164675,13.443647,,,2016,4356.8257,,,0.00000013
Gaia DR3 3326738318653983104,0,427,0.253337,3.32674E+018,100.501228,9.909071775,4.129442,0.693987,1.249872,6073.95,6183.93,6978.83,4.171127,4.342774,4.47631,-0.80704,-0.53682,-0.216383,1.956505,2.227129,2.768377,3.65076,4.167566,2.076362,2.310403,2.408748,2.844838,3.135208,0.996094,-10.745258,-1.082494,0.117361,10.799646,GBPRPgrizy/JHKs,0,0.02760911,1.957569,2.46526,1.44144,,,3.32674E+018,100.501228,9.909071775,203.03996,2.429690927,100.6242837,-13.1437537,0.306848038,-0.548598674,0.222125351,18.298157,19.104382,17.386574,0.17710893,0.19242732,0.19877483,0.1699807,0.15819904,1.0156288,0.4531,0.6237,0.8062248,1.7178078,650.326,0.2464,0.91158295,,,PHOENIX,4.5251,-2.4202,311.6479152,14.748808,902.9925114,1.7953207,880.0939572,13.352198,,,2016,4025.6055,,,0.000000225
Gaia DR3 3326738353013735168,0,428,0.26296,3.32674E+018,100.5104077,9.917896747,6.195128,1.101487,0.797,4890.66,4979.64,5070.43,4.574984,4.614954,4.650727,-0.465156,-0.212249,0.059664,1.233143,1.23914,1.26855,1.414818,1.451351,1.630481,1.799643,1.917843,2.0168,2.039793,0.999023,-9.366332,-0.495949,0.054045,9.379454,GBPRPgrizy/JHKsW1W2,0,-0.01380229,1.534086,1.945555,1.14467,,,3.32674E+018,100.5104077,9.917896747,203.0362244,2.441762398,100.6328688,-13.13427975,0.556492683,3.127889355,-8.913936263,18.24575,19.201124,17.298752,0.17283678,0.18718435,0.1910334,0.16649012,0.15442936,1.0065409,0.3083,0.4377,0.95537376,1.9023724,549.7078,0.1662,0.9469986,,,PHOENIX,4.327,-1.8589,285.080116,10.837827,947.6465239,1.5941453,954.2399133,19.473312,,,2016,3693.5042,,,0.000000185
Gaia DR3 3326738391669794816,0,429,0.24475,3.32674E+018,100.4924203,9.910426363,3.620145,0.706619,1.40256,5992.97,6316.72,6384.11,4.239253,4.323,4.332542,0.15243,0.278579,0.443461,2.180464,2.257451,2.594062,2.951081,3.517687,1.22634,1.52919,1.653779,1.736844,1.992947,0.994629,-10.585097,-1.014123,0.10965,10.633566,GBPRPgrizy/JHKsW1W2,0,-0.009893894,1.379702,1.714268,0.998156,,,3.32674E+018,100.4924203,9.910426363,203.0347942,2.422586289,100.6152952,-13.14304853,0.37908561,-0.389527337,-2.088572453,17.06975,17.724068,16.301336,0.07489668,0.07834897,0.09051791,0.08534428,0.0729838,1.0525682,0.8347,1.0624,0.65431786,1.4227314,814.3457,0.4578,0.76841354,,,MARCS,4.7747,-1.6713,1111.194683,12.456388,2799.281751,2.688397,2391.240944,10.527799,,,2016,5131.7065,,,0.000000236
Gaia DR3 3326738421733218176,0,430,0.253385,3.32674E+018,100.5002963,9.921597895,1.419725,0.048297,2.687419,7997.3,9347.77,11134.59,4.053405,4.221697,4.333992,-0.509486,-0.224706,0.103955,2.849202,3.169419,4.067003,5.121941,6.106899,1.811348,2.074461,2.450117,2.657667,2.796804,0.989258,-11.939529,-1.589523,0.172761,12.044872,GBPRPgrizy/JHKsW1W2,10,0.002488017,2.130492,2.59959,1.492317,,,3.32674E+018,100.5002963,9.921597894,203.0283825,2.434584635,100.6223864,-13.13133065,0.119784391,-0.502688255,-0.452274356,16.59659,17.090464,15.934895,0.0619809,0.06783497,0.078602545,0.06216303,0.05314864,1.1026888,1.9902,2.2925,0.4938736,1.1555691,2739.6902,1.078,0.6616955,,,A,4.3851,-0.8485,1991.734088,11.29789,4328.232502,3.0494592,3351.19962,13.359027,,,2016,8934.133,,,0.000000078
Gaia DR3 3326738421733220608,0,431,0.251702,3.32674E+018,100.4983839,9.923398568,4.282821,0.849386,1.080634,5530.66,5791.91,6191.07,4.249258,4.337723,4.568285,-0.539435,0.032961,0.156485,1.786887,1.933779,2.864215,3.12651,4.530722,1.901267,2.008685,2.163837,2.400428,2.631156,0.98291,-10.833639,-1.11932,0.121626,10.891309,GBPRPgrizy/JH,0,0.007645369,1.754533,2.211273,1.29496,,,3.32674E+018,100.4983839,9.923398568,203.0259188,2.433728815,100.6203197,-13.12967519,0.509286243,-0.399127205,-0.135534393,18.322382,19.171339,17.40564,0.1860062,0.20980383,0.21733563,0.18221931,0.16439375,1.044665,0.2398,0.3328,0.84895706,1.7656994,622.5195,0.1295,0.9167423,,,PHOENIX,4.5716,-1.8262,293.0092094,10.59134,883.0671896,1.8865166,864.7734108,16.304256,,,2016,3886.3457,,,0.000000133
Gaia DR3 3326738421733222912,0,432,0.253544,3.32674E+018,100.5000689,9.925109194,8.13251,1.952427,0.613195,3807.73,3847.72,3900.48,4.650921,4.6572,4.710331,-0.099712,0.072537,0.094413,0.543474,0.565904,0.640586,0.663255,0.669705,0.3114,0.372503,0.461662,0.494896,0.525049,0.976562,-8.78902,-0.250329,0.027227,8.792583,GBPRPgrizy/JHKsW1W2,1000,0.012517095,0.373529,0.470337,0.277649,,,3.32674E+018,100.5000689,9.925109194,203.0251523,2.435985963,100.6218886,-13.12784577,1.465991206,-3.623014342,-9.926412024,17.538927,18.63716,16.492044,0.10197258,0.1155332,0.14510562,0.10935209,0.090708196,1.0608969,0.6653,0.9527,1.0982323,2.145115,907.6774,0.3776,1.0468826,,,MARCS,4.3966,0.2761,479.2398516,10.651707,1817.08745,2.1107707,2006.044516,7.552162,,,2016,4016.696,,,0.000000144
Gaia DR3 3326738426029530880,0,433,0.261564,3.32674E+018,100.5084234,9.923674977,2.803017,0.824389,1.245959,5664.35,5693.73,5723.35,3.743386,3.762843,3.814247,-0.48178,-0.407808,-0.21533,2.786987,2.792766,3.150704,3.240487,3.508428,1.658392,1.898111,1.947629,1.990593,2.102799,0.998047,-11.096954,-1.231486,0.134281,11.165077,GBPRPgrizy/JHKsW1W2,0,0.010088682,1.585595,1.993952,1.167436,,,3.32674E+018,100.5084234,9.923674977,203.030185,2.44265672,100.6304251,-13.12866321,0.311658911,-1.363246032,-4.561689505,16.88065,17.655247,16.004341,0.063899964,0.07055715,0.08790192,0.06742714,0.0571599,0.95725834,1.2518,1.6252,0.77459717,1.6509056,862.9016,0.689,0.87630844,,,MARCS,4.5223,-1.5665,1183.909194,9.459343,3331.861993,3.0525527,3143.55797,11.01136,,,2016,5104.828,,,0.0000000776
Gaia DR3 3326738456092866560,0,434,0.169937,3.32674E+018,100.4135661,9.862457248,3.276587,0.672407,1.101568,5818.22,6064.89,6368.69,3.942828,4.030617,4.115786,-0.645692,-0.521793,-0.146758,1.000356,1.283452,1.492544,1.546629,1.600161,3.820039,3.825797,3.978266,4.186707,4.250508,1,-9.572329,-0.583708,0.06072,9.590109,GBPRPgrizy/JHKsW1W2,0,0.016262531,3.079686,3.978475,2.341372,,,3.32674E+018,100.4135661,9.862457248,203.0420663,2.331575726,100.5393845,-13.1966434,0.762358094,-11.51151547,1.506538963,17.225908,18.437246,16.127737,0.07930559,0.07825902,0.10109494,0.09650761,0.07705324,1.0506188,2.4981,3.4416,1.211338,2.3095093,694.6254,1.3893,1.0981712,,,MARCS,4.372,-1.3879,576.127676,12.963803,2424.283734,3.4999478,2805.84152,15.1217985,,,2016,5029.9355,,,0.0000000846
Gaia DR3 3326738490452627968,0,435,0.180029,3.32674E+018,100.4262363,9.877699537,3.288626,0.720222,1.308905,5583.21,6087.82,6653.52,3.879273,4.110463,4.414746,-0.454566,-0.264273,0.068772,1.631942,1.671355,2.668356,3.546507,3.78573,2.585964,2.724714,3.149843,3.476388,3.497318,0.717285,-10.653547,-1.043197,0.109396,10.7045,GBPRPgrizy/JHKsW1W2,0,0.005896092,2.498498,3.186435,1.869646,,,3.32674E+018,100.4262363,9.877699537,203.0341888,2.34963651,100.5510135,-13.18052042,0.438431877,-0.31094764,-2.092973237,17.918343,18.947609,16.910599,0.13003628,0.12358325,0.1340566,0.15809408,0.1369267,1.0665628,1.6875,2.2954,1.0292664,2.0370102,608.804,0.9267,1.0077438,,,PHOENIX,4.8302,-1.6316,360.0586463,6.849387,1281.178291,1.6810751,1364.326862,14.469428,,,2016,4769.2817,,,0.000000142
Gaia DR3 3326738490452630272,0,436,0.172186,3.32674E+018,100.4183792,9.879116712,2.650418,0.473317,1.874447,6091.26,6835.52,9328.79,3.724029,4.258126,4.418015,-0.596635,-0.286973,-0.106741,1.906082,2.343773,3.778341,6.127393,6.309324,2.748782,2.91373,3.358217,4.298231,4.457547,0.733887,-11.674316,-1.476863,0.154491,11.767361,GBPRPgrizy/JHKsW1W2,10,-0.001009822,2.693636,3.417946,1.99825,,,3.32674E+018,100.4183792,9.879116712,203.0293931,2.343394281,100.5429776,-13.17967919,0.271638333,0.269839713,-0.464648566,18.23056,19.169199,17.276186,0.15463474,0.14583896,0.16246696,0.18364343,0.15831816,1.0537986,1.5514,2.0921,0.9386387,1.893013,752.1792,0.8554,0.9543743,,,PHOENIX,4.8519,-2.1849,293.5871183,7.9019485,960.9976636,1.8659906,974.2796841,12.202347,,,2016,4843.196,,,0.000000215
Gaia DR3 3326738524812357888,0,437,0.15776,3.32674E+018,100.4028573,9.872862868,5.493588,1.010079,0.912053,5214.6,5385.51,5649.18,4.512525,4.554828,4.581012,-0.460316,-0.075851,-0.008813,1.043115,1.115798,1.179186,1.390737,1.434187,2.704814,2.741183,2.936814,3.144681,3.265541,0.966309,-9.284327,-0.460895,0.047877,9.29576,GBPRPgrizy/JHKsW1W2,0,-0.013281226,2.304197,2.95341,1.739223,,,3.32674E+018,100.4028573,9.872862868,203.0279822,2.326933278,100.5277889,-13.18704489,0.844913615,-0.219662008,-4.388390065,18.155697,19.329844,17.105577,0.13655342,0.1246696,0.14548324,0.1659922,0.13834073,1.0138199,0.8629,1.2411,1.1741467,2.224266,547.306,0.4783,1.0501194,,,MARCS,4.8114,-0.662,253.2092187,14.647459,1029.599029,1.8416848,1140.059313,13.408278,,,2016,3900.6624,,,0.000000187
Gaia DR3 3326738524812367232,0,438,0.155058,3.32674E+018,100.4008744,9.878865516,3.827493,0.630415,1.272698,5966.23,6195.84,6600.61,4.059827,4.271719,4.393489,-0.450597,-0.184473,-0.064737,1.46075,1.567557,1.859233,2.081907,3.182772,3.900162,3.905384,4.105892,4.378455,4.449099,0.926758,-9.909744,-0.72651,0.07552,9.93634,GBPRPgrizy/JHKsW1W2,0,0.026746392,3.176589,4.10553,2.415359,,,3.32674E+018,100.4008744,9.878865516,203.0217442,2.327932934,100.5253332,-13.18120269,0.268056222,-1.446371055,-0.3434416,18.350752,19.561922,17.241335,0.16876465,0.15944137,0.1722503,0.20620677,0.17316453,1.013401,1.1944,1.7759,1.2111702,2.3205872,744.6792,0.6687,1.109417,,,PHOENIX,4.2695,-0.7842,204.4787404,10.132702,860.2915484,1.73958,1006.060229,14.135823,,,2016,3648.459,,,0.000000123
Gaia DR3 3326738593531857280,0,439,0.196209,3.32674E+018,100.443344,9.886113966,3.269355,0.739114,1.45,5851.59,6048.71,6757.67,3.835486,4.069591,4.227163,-0.323566,-0.1026,0.193305,1.162069,1.353923,1.423722,1.774465,1.784603,2.912163,2.947022,3.094411,3.470004,3.542637,1,-9.509089,-0.556603,0.058837,9.525365,GBPRPgrizy/JHKsW1W2,0,0.010198116,2.456222,3.131251,1.837329,,,3.32674E+018,100.443344,9.886113966,203.034387,2.368473075,100.5676361,-13.17088201,0.628806516,-3.630720922,-1.916896787,16.492702,17.515806,15.48277,0.05145504,0.051823683,0.06565589,0.06385645,0.052230064,1.0019568,3.2459,4.0786,1.0231037,2.0330362,1357.1876,1.7968,1.0099325,,,A,4.2021,-1.2176,1346.153385,10.005944,4762.833569,3.3205628,5082.181526,19.92079,,,2016,7968.1836,,,0.000000185
