ID,Deviation,GMAG,B-R
101,0.49410706956700334,2.223185,0.582682995304764
120,1.401548747449611,0.554031,0.2602033773083723
135,1.3942300971935757,1.895467,0.7250226261858738
144,1.154641161336548,2.864242,0.10147263048253834
169,0.3481279457177071,2.505641,0.6189565605149027
211,1.1850139547036238,4.895303,0.8144477373809162
215,1.3915208490067905,2.661706,0.008968312774690948
218,1.4659698939064274,0.727716,0.4092608886952276
226,1.3434092789319139,1.366215,0.5805860599402878
243,1.4088568383278122,2.945764,0.054520069592414885
261,0.5325619256808536,2.499198,0.26999619358279947
269,1.1253262410021379,0.590921,0.10383648735471249
301,0.4825674113012619,2.458177,0.2777241050736744
360,0.9991000794183691,6.517113,1.0386148256619503
373,0.849875294344256,2.53974,0.0947825098135935
375,1.463803913885783,2.599674,-0.008202213972511205
440,0.42118940639346647,6.744574,1.091258153096197
453,1.064875185331616,2.649607,0.06540619636237333
471,0.6853256707082305,2.692483,0.30308805442117687
524,0.3833947385130183,1.687704,0.3463272032962045
589,0.4156372765865659,3.12213,0.5797276403715307
595,1.0411419822021797,3.700664,0.5667040061679257
629,1.3581000068203353,2.356756,-0.023378303214193544
630,1.2638487631115487,3.197907,0.24054300673736215
640,1.265170293271371,6.838554,1.171460592357255
644,0.6167318972832545,6.910543,1.0895733445396067
649,0.04349727413026416,3.018825,0.6498703418504634
682,0.3280748063049499,6.775063,1.0981340511344997
763,0.8948554858813482,2.959737,0.3425326471427687
765,0.42406176085449476,0.694696,-0.0819003099339825
781,0.7746631617534685,1.981178,0.5931228293138512
791,0.2637483105898655,2.279148,0.5329608568507652
807,0.6640685139078704,7.064132,1.0955545216841052
811,1.028565801272085,2.803017,0.12751776351768643
824,1.2187120098436002,5.119092,0.8498052279766352
828,0.4290916712147195,2.771671,0.7044248272798286
832,1.4362258887727872,0.602721,0.3258190900167455
839,0.8712509557668517,2.847243,0.2780486816270351
852,0.7741452561429989,1.570124,0.46861996126315786
861,0.29435402309802683,2.43939,0.38652771772759725
867,1.1642265914114964,3.105034,0.2467633455527584
910,1.1599914240007456,0.64592,0.14322769577476463
