ID,Deviation,GMAG,B-R
93,1.3973750588656522,1.697933,1.08238812552992
137,0.7623945410792052,0.694696,-0.06393440395164321
142,0.2118532827441646,2.461058,0.49033773403642444
146,1.4564292996767019,2.707316,-0.20822300162426202
176,0.7432314288675919,1.895467,0.7628811611847561
197,0.4677123377116488,1.817156,-0.13925898145528387
203,1.4040149572566616,0.554031,0.2866029780475214
228,1.3311134902472803,1.049143,0.5820395979693556
261,1.107779939175988,2.572694,-0.05845999237568001
275,1.1631329392818246,2.684225,-0.019150128916945338
282,0.1401965893284145,2.237352,0.5801447776556928
292,0.5268120501175655,2.499198,0.2966372112559015
305,1.0392676240315302,2.803017,0.15064633852089296
313,1.3743474576880739,2.590735,-0.2323633625026
321,0.863065486185645,2.847243,0.3048882128757884
340,0.9768099496978746,2.649607,0.087003568932547
359,0.7966126285382926,2.11626,-0.16010856894823056
366,0.731525334844572,2.213628,-0.04643247821378174
403,0.8811331675390925,2.959737,0.37096186626145444
410,1.095558268222139,1.01595,0.3939863398880973
452,1.4514085362808107,0.602721,0.3538362789692626
454,0.46437454912459963,1.981178,0.6277297108907235
484,0.8597495926877459,1.2119,0.3660957226383761
503,0.8885629199314322,2.892737,0.3188805638063578
512,1.1408340261533392,0.64592,0.1667435591301499
525,1.1952504180548502,1.51027,0.8096390250450014
539,0.16313471000467183,2.771671,0.7417755760281853
542,1.0609794818097478,1.366215,0.6148838794109154
545,0.20708010386786135,2.223185,0.6170325093739834
558,1.458616467030157,2.670273,-0.2356738280159622
559,0.29569848770798624,2.250628,0.6982450331409802
571,1.3694990871893244,2.811002,-0.07484165483340842
576,0.9952801313235209,2.404726,-0.0972731766066997
578,0.992859097558175,3.210998,0.4685998127705596
613,1.4628862267228717,2.929789,-0.057068415332389676
616,0.7798391161151832,2.684662,0.24936078802575093
620,0.6716393820579056,2.692483,0.3305448676079004
622,0.0724286036173738,1.161282,-0.22024176372928425
625,1.0901552671850991,1.335457,0.6137767442160965
636,0.0222591375769694,2.505641,0.6542003069123076
672,0.6931142730570714,1.570124,0.5001575418513418
674,1.0715530851316242,2.661706,0.029174353124111076
676,1.1386315010608696,2.864242,0.12395912909162717
680,0.49017491401759106,3.018825,0.6858761887609159
701,1.368950528066071,2.952021,0.024218500918053363
706,0.8239260987269288,2.53974,0.1171040805434685
720,1.060457166639484,2.661548,0.036828026862208284
734,1.1666687914538953,3.105034,0.272831616553072
757,0.2721806192962557,1.857126,0.40644051682270266
767,0.3828089272264763,2.65474,0.5062402213801896
810,0.6961925345521278,3.12213,0.6140042976948733
829,1.0716514963736419,2.31832,-0.21117463280570647
834,0.8139694628671685,2.356756,-0.003969686265453505
861,1.268650469717933,3.197907,0.26645793113309557
866,1.4592230863692874,2.760897,-0.1726852746791006
881,0.46189952688542135,2.206689,0.7837963891042735
882,1.037725687177675,2.461227,-0.08743805269224939
888,1.132422334421615,2.980914,0.2099437118702846
905,1.2597623443294181,2.635644,-0.12075932123355354
908,0.4632999263002149,1.948123,-0.0445289058432429
916,1.2889079183865333,2.945764,0.07584907244403383
919,1.1995010968698514,2.461382,-0.20052994363022272
933,0.6129233548557871,1.780438,0.5912095655612264
