ID,Deviation,GMAG,B-R
93,1.2460454443642233,1.697933,1.08238812552992
107,1.4858516312844592,1.498325,1.1149742212936369
137,0.8351797041922948,0.694696,-0.06393440395164321
142,0.24743254041873897,2.461058,0.49033773403642444
146,1.3554346177344443,2.707316,-0.20822300162426202
176,0.654367857228368,1.895467,0.7628811611847561
197,0.38020064650373886,1.817156,-0.13925898145528387
203,1.4082673947259061,0.554031,0.2866029780475214
223,1.4243199539328641,2.814915,-0.17684031368100067
228,1.2776058203557183,1.049143,0.5820395979693556
261,1.0360650651842962,2.572694,-0.05845999237568001
275,1.099103442730194,2.684225,-0.019150128916945338
280,1.4862922102667386,3.334671,0.1942556499199824
282,0.08705937122707219,2.237352,0.5801447776556928
292,0.5245213815974537,2.499198,0.2966372112559015
305,1.008434628953854,2.803017,0.15064633852089296
313,1.2686331514946643,2.590735,-0.2323633625026
321,0.8623879512693664,2.847243,0.3048882128757884
340,0.9335343088671615,2.649607,0.087003568932547
343,1.4386168759321112,2.847647,-0.16189617656516192
359,0.7050246843176728,2.11626,-0.16010856894823056
366,0.662161931396575,2.213628,-0.04643247821378174
403,0.8933735346563756,2.959737,0.37096186626145444
410,1.0788164413029098,1.01595,0.3939863398880973
434,1.4800473741244053,3.00612,-0.06701731598622837
452,1.4425163517986919,0.602721,0.3538362789692626
454,0.4019341144716353,1.981178,0.6277297108907235
456,1.451420632006368,1.140518,0.7970119949870944
484,0.848460593678372,1.2119,0.3660957226383761
503,0.8906209960988227,2.892737,0.3188805638063578
512,1.1685198921078643,0.64592,0.1667435591301499
518,1.4818062399929177,2.835936,-0.2064003857798267
525,1.0972453282204742,1.51027,0.8096390250450014
539,0.247871979139898,2.771671,0.7417755760281853
542,1.0010505049632283,1.366215,0.6148838794109154
545,0.14673105351326354,2.223185,0.6170325093739834
558,1.352254939637437,2.670273,-0.2356738280159622
559,0.2194717709589349,2.250628,0.6982450331409802
571,1.2945814735286056,2.811002,-0.07484165483340842
576,0.915976984460336,2.404726,-0.0972731766066997
578,1.0241884262075347,3.210998,0.4685998127705596
613,1.3914434166325425,2.929789,-0.057068415332389676
616,0.7683055470970528,2.684662,0.24936078802575093
620,0.6759779183796413,2.692483,0.3305448676079004
622,0.17577304500960644,1.161282,-0.22024176372928425
625,1.0304427436940662,1.335457,0.6137767442160965
636,0.08987477518383935,2.505641,0.6542003069123076
671,1.4861675289652507,2.972876,-0.09892731535627125
672,0.6556151682294862,1.570124,0.5001575418513418
674,1.0169713925508936,2.661706,0.029174353124111076
676,1.1025809534597366,2.864242,0.12395912909162717
680,0.5639834275678965,3.018825,0.6858761887609159
701,1.313399928666809,2.952021,0.024218500918053363
706,0.7865353369701846,2.53974,0.1171040805434685
720,1.0073718255162474,2.661548,0.036828026862208284
734,1.1597239480173933,3.105034,0.272831616553072
757,0.25300390601451817,1.857126,0.40644051682270266
767,0.421497242188948,2.65474,0.5062402213801896
770,1.4857614604282152,2.950777,-0.11651238563445507
784,1.4843290027192568,0.845899,0.5848599482976593
810,0.7559495464798611,3.12213,0.6140042976948733
829,0.9700797480745635,2.31832,-0.21117463280570647
834,0.7529078583715962,2.356756,-0.003969686265453505
861,1.260459522280379,3.197907,0.26645793113309557
866,1.3651763004740896,2.760897,-0.1726852746791006
881,0.3689468690305926,2.206689,0.7837963891042735
882,0.9603453818815098,2.461227,-0.08743805269224939
888,1.1131824270653627,2.980914,0.2099437118702846
905,1.1758674774705962,2.635644,-0.12075932123355354
908,0.39430868573615707,1.948123,-0.0445289058432429
916,1.243451488610622,2.945764,0.07584907244403383
919,1.1000104663068242,2.461382,-0.20052994363022272
933,0.5576228865198691,1.780438,0.5912095655612264
