SOURCE_ID,ra,dec,parallax,pmra,pmdec,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_mag,bp_rp,bp_g,g_rp,l,b,RA_ICRS,DE_ICRS,mass16,mass50,mass84,teff16,teff50,teff84,logg16,logg50,logg84,met16,met50,met84,dist05,dist16,dist50,dist84,dist95,AV05,AV16,AV50,AV84,AV95,fidelity,XGal,YGal,ZGal,RGal,FlagPhoto,FlagOut,BP_RPCorr,AG50,ABP50,ARP50,GMAG0,BP-RP0,phot_g_mean_mag_error,phot_bp_mean_mag_error,phot_rp_mean_mag_error
2751552278283555712,7.849961028752334,11.237789511606287,0.3192389092886923,5.212740381072256,-5.972630548464197,979.4982271626563,1.0558978,18.209858,433.51539374740736,7.280364,18.74603,760.4537490496986,8.359554,17.545214,1.2008171,0.53617287,0.66464424,115.05397404328367,-51.327195905010136,7.8499610288,11.2377895116,0.716238,0.744754,0.768043,5280.33,5328.31,5337.03,4.56074,4.584605,4.61315,-0.552962,-0.385498,-0.307659,2.251071,2.349912,2.470269,2.514731,2.842649,0.36974,0.538213,0.614389,0.655303,0.660853,1.0,-8.853672,1.398364,-1.928606,8.963422,GBPRPgrizy/JW1W2,0,-0.0176543,0.516032,0.638277,0.372528,5.730105,0.935068,0.0011704222354323,0.0182336196876043,0.0119353356604184
2751554069285451520,7.801719958972229,11.304766583987805,0.7254619505837421,-3.005249976164087,-16.53392082171035,4884.518345708026,2.068371,16.465313,2320.14918192123,7.5017657,16.924753,3649.4244197216726,8.818513,15.842335,1.0824184,0.45944023,0.6229782,114.99228673946314,-51.25483546112203,7.801719959,11.304766584,0.765314,0.814323,0.869426,5542.76,5790.54,5812.3,4.456408,4.513406,4.597412,-0.673618,-0.484791,-0.319762,1.238015,1.294185,1.482666,1.592724,1.612667,0.35649,0.420237,0.619473,0.63872,0.714272,1.0,-8.592051,0.84105,-1.156387,8.633117,GBPRPgrizy/JHKsW1W2,0,-0.0025258064,0.526637,0.647667,0.376687,5.083459,0.811438,0.0004597598336356,0.0035105236826863,0.0026235859808194
2751554241084754304,7.644632700474744,11.189408841744209,0.3390705307967802,10.31189360328837,-5.327382324057621,1268.2025590330022,1.1807944,17.929396,654.99176081065,10.34252,18.297953,865.4733830765897,8.097114,17.40476,0.8931923,0.36855698,0.5246353,114.72435279656275,-51.34961776945919,7.6446327005,11.1894088417,0.761019,0.764815,0.8,5851.77,6263.34,6413.74,4.197103,4.329189,4.452578,-1.773505,-1.445947,-0.716855,2.832929,3.571122,4.26172,4.679954,7.267337,0.225292,0.378141,0.538481,0.699124,0.736077,1.0,-9.313276,2.417729,-3.328282,9.621982,GBPRPgrizy/W1,0,-0.012539625,0.464569,0.567329,0.328669,4.316898,0.654532,0.0010109041146451,0.0171441059626515,0.0101578275791919
2751554653400958208,7.643861261178441,11.22957326730002,0.2504809576857209,5.072323280673971,-1.3437853856038473,796.1134271090143,0.934609,18.434929,379.7175370438914,7.4764123,18.88989,570.9315107936337,8.032364,17.856436,1.0334549,0.45496178,0.5784931,114.73147418156346,-51.30969341928041,7.6438612612,11.2295732673,0.625096,0.700578,0.75,5389.65,5516.93,5710.48,4.516845,4.586457,4.657438,-1.475848,-1.006795,-0.498563,2.524716,2.600817,3.051947,3.541747,6.392695,0.265308,0.346444,0.377258,0.545529,0.746575,0.996582,-8.99816,1.732818,-2.382155,9.163489,GBPRPgrizy/W1,0,-0.025858164,0.320833,0.394384,0.229588,5.691211,0.868659,0.0012746158896501,0.0213774996408665,0.0152750866295344
2751554928278865792,7.719565297843016,11.255403396660355,0.6678845457375635,0.7618920441369373,-1.8666459923155667,4465.685630017375,1.8838016,16.562647,2102.7743166496543,9.303907,17.03156,3351.2059679089516,7.862394,15.934893,1.0966682,0.46891403,0.6277542,114.8545577971357,-51.29361591231764,7.7195652978,11.2554033967,0.763369,0.831848,0.898151,5418.4,5490.84,5658.4,4.460329,4.512227,4.591158,-0.487448,-0.15198,-0.029435,1.274964,1.348078,1.499452,1.640831,1.821624,0.163523,0.374831,0.449108,0.601871,0.66198,1.0,-8.59411,0.850804,-1.170113,8.636121,GBPRPgrizy/JHKsW1W2,0,-0.0047501326,0.380813,0.468809,0.273064,5.302171,0.900923,0.0004580061712514,0.0048039340331689,0.0025472876771302
2751557196021642624,7.788075520197011,11.334237412773517,0.2109323115248033,1.9832624481408607,-2.564774250502068,1642.1438983621829,1.3468128,17.648838,814.6053220027169,6.436883,18.061174,1160.6755516243509,7.5364885,17.086119,0.9750557,0.41233635,0.56271935,114.97699304970256,-51.22391864432495,7.7880755202,11.3342374128,0.798471,0.862124,0.894245,5860.65,5927.85,5983.76,4.256665,4.322581,4.436606,-0.979327,-0.403967,-0.375725,2.303011,3.031024,3.594389,3.981344,5.54921,0.284914,0.425806,0.519735,0.554881,0.625489,0.998535,-9.150531,2.040561,-2.802184,9.375292,GBPRPgrizy/JW1W2,0,-0.011690497,0.444818,0.545247,0.316636,4.425894,0.746445,0.0008904721854903,0.0085793165113239,0.0070498930089401
2751557883216363008,7.664164915820142,11.339711593411996,0.3941605120624949,6.300597552602868,-13.345697645076696,3818.938656750597,1.8897455,16.73251,1908.1991267594503,11.698844,17.136984,2740.5632894444434,9.169122,16.153296,0.98368835,0.40447426,0.5792141,114.78572952344396,-51.20304462917444,7.6641649158,11.3397115934,0.777923,0.838851,0.88554,5632.44,5861.3,6064.45,4.304981,4.444877,4.489754,-1.103447,-0.324145,-0.172082,1.769802,1.80469,1.960156,2.276171,3.324355,0.264313,0.385018,0.507221,0.647368,0.838359,1.0,-8.714876,1.115024,-1.52769,8.785917,GBPRPgrizy/JHKsW1W2,0,0.0019437075,0.433528,0.531736,0.308926,4.837528,0.760879,0.0005372605488497,0.0066564638138204,0.0036325552048871
2751557947640396032,7.694292100207989,11.34503978130148,0.3197908182041608,-0.0165496429521597,-2.4271392040393054,848.1845932329142,0.9715901,18.36614,401.7469942097123,7.5739374,18.828661,622.8700458689494,7.2784157,17.761902,1.0667591,0.4625206,0.6042385,114.83357423884136,-51.20154871846992,7.6942921002,11.3450397813,0.657555,0.774379,0.865559,5602.54,5772.98,6079.92,4.213876,4.513792,4.62598,-1.472706,-0.767868,-0.55717,2.470855,2.731871,3.468718,5.319438,5.631101,0.385204,0.494108,0.631237,0.913102,1.033303,0.907715,-9.112809,1.972465,-2.703363,9.323835,GBPRPgrizy/W1,0,-0.015137434,0.536194,0.659689,0.383751,5.129101,0.790822,0.0012437039743908,0.0204688477666969,0.0126871399088658
2751563239040245376,8.355938526880005,10.920573392157385,0.5573573729735648,0.7880604947452146,-3.237496793857466,1053.770731300374,1.1345011,18.1305,507.51167828458625,12.473028,18.574926,790.2666493913919,8.293402,17.503462,1.0714645,0.44442558,0.62703896,115.78580789727886,-51.70105219250776,8.3559385269,10.9205733922,0.6,0.669,0.671833,5137.25,5353.23,5361.05,4.63242,4.639205,4.703047,-1.864783,-0.901021,-0.833946,1.732056,1.874217,2.214885,2.247393,2.296747,0.15556,0.374706,0.463253,0.490385,0.578921,0.990234,-8.797138,1.236022,-1.738215,8.883546,GBPRPgrizy/W1W2,0,0.007957697,0.391184,0.482532,0.281377,6.012562,0.870309,0.0011689154780745,0.0266839540067483,0.0113941876617494
2751564136688749824,8.300905915514447,10.934523314650832,0.3572151852415752,2.8834984806390054,-3.2485651755461293,8206.033067589306,2.6074245,15.902034,4194.348389863167,10.126762,16.281881,5756.865360942541,14.771203,15.34743,0.9344511,0.37984753,0.5546036,115.70175601302856,-51.68106372383375,8.3009059155,10.9345233147,0.895328,0.954707,1.186098,5708.46,6027.83,6181.82,4.009203,4.16289,4.248665,-0.497493,-0.261863,0.028929,1.965743,1.998221,2.360072,2.547199,2.56871,0.172551,0.27668,0.438028,0.547788,0.674361,1.0,-8.834629,1.318558,-1.851645,8.932484,GBPRPgrizy/JHKsW1W2,0,0.0017410517,0.376831,0.46074,0.267251,3.660577,0.740962,0.0003449870546346,0.0026213827612715,0.0027858268213701
